code,use,last,first,middle(s),last,suffix,nick,note,pos,hf,hi,wt,s/c,bm,bd,by,tob,sob,cob,dm,dd,dy,tod,sod,cod
ingae001,Earl,Ingarfield,Earl,Thompson,Ingarfield,Sr.,,,C,5,11,185,L,10,25,1934,Lethbridge,AB,Canada,,,,,,
ingae002,Earl,Ingarfield,Earl,Thompson,Ingarfield,Jr.,,,C,5,11,180,L,1,30,1959,Manhasset,NY,USA,,,,,,
inglb001,Billy,Inglis,William,John,Inglis,,,,C,5,9,160,L,5,11,1943,Ottawa,ON,Canada,,,,,,
ingll001,Lee,Inglis,Lee,,Inglis,,,,L,5,10,190,L,8,31,1947,Latchford,ON,Canada,,,,,,
ingoj001,Johnny,Ingoldsby,John,Gordon,Ingoldsby,,Ding,,R,6,2,210,R,6,21,1924,Toronto,ON,Canada,8,10,1982,,,
ing-p001,Peter,Ing,Peter,A.,Ing,,,,G,6,2,170,L,4,28,1969,Toronto,ON,Canada,,,,,,
ingrf001,Frank,Ingram,Frank,Hamilton,Ingram,,,,R,5,8,185,R,9,17,1907,Craven,SK,Canada,4,,1985,Edmond,OK,USA
ingrj001,John,Ingram,John,J.,Ingram,,Jack,,C,5,11,170,L,,,1894,Halifax,NS,Canada,12,14,1957,,,
ingrr001,Ron,Ingram,Ronald,Walter,Ingram,,,,D,5,11,185,R,7,5,1933,Toronto,QC,Canada,6,15,1988,,,
inkpd001,Dave,Inkpen,David,,Inkpen,,,,D,6,0,195,R,9,4,1954,Edmonton,AB,Canada,,,,,,
inneg001,Gary,Inness,Gary,George,Inness,,,,G,6,0,195,L,5,28,1949,Toronto,ON,Canada,,,,,,
intrr001,Ralph,Intranuovo,Ralph,,Intranuovo,,,,C,5,8,185,L,12,11,1973,East York,ON,Canada,,,,,,
irbea001,Arturs,Irbe,Arturs,,Irbe,,,,G,5,8,190,L,2,2,1967,Riga,,Latvia,,,,,,
irelr001,Randy,Ireland,Randolph,,Ireland,,,,G,6,0,165,L,4,5,1957,Rosetown,SK,Canada,,,,,,
irmed001,Danny,Irmen,,,,,,,C,6,0,182,R,9,6,1984,Fargo,ND,USA,,,,,,
ironj001,Joe,Ironstone,Joseph,,Ironstone,,Kelly,,G,5,6,180,R,6,28,1898,Sudbury,ON,Canada,12,12,1972,Sudbury,ON,Canada
ironr001,Robbie,Irons,Robert,Richard,Irons,,,,G,5,8,150,L,11,19,1946,Toronto,ON,Canada,,,,,,
irvid002,Dick,Irvin,James,Dickenson,Irvin,,,,C,5,9,162,R,7,19,1892,Hamilton,ON,Canada,5,16,1957,,,
irvil001,Leland,Irving,,,,,,,G,6,0,177,,4,11,1988,Barrhead,AB,Canada,,,,,,
irvit001,Ted,Irvine,Edward,Amos,Irvine,,,,L,6,2,195,L,12,8,1944,Winnipeg,MB,Canada,,,,,,
irwib001,Brayden,Irwin,,,,,,,C,6,5,215,R,3,24,1987,Toronto,ON,Canada,,,,,,
irwig001,Glen,Irwin,Glen,Mac,Irwin,,,,D,5,11,195,R,3,1,1951,Edmonton,AB,Canada,,,,,,
irwii001,Ivan,Irwin,Ivan,Duane,Irwin,,Ivan The Terrible,,D,6,2,185,L,3,13,1927,Chicago,IL,USA,,,,,,
isaku001,Ulf,Isaksson,Ulf,Erik,Isaksson,,,,L,6,1,185,L,3,19,1954,Norfunda,,Sweden,12,25,2003,,,
isbib001,Brad,Isbister,Bradley,,Isbister,,,,L,6,4,231,R,5,7,1977,Edmonton,AB,Canada,,,,,,
isral001,Larry,Israelson,Larry,,Israelson,,,,L,6,1,175,L,8,2,1952,Wetaskiwin,AB,Canada,,,,,,
issek001,Kim,Issel,Kim,D.,Issel,,,,R,6,4,196,R,9,25,1967,Regina,SK,Canada,,,,,,
ivanr001,Raitis,Ivanans,,,,,,,L,6,3,263,L,1,1,1979,Riga,,Latvia,,,,,,
jablp001,Pat,Jablonski,Patrick,D.,Jablonski,,,,G,6,0,180,R,6,20,1967,Toledo,OH,USA,,,,,,
jacig001,Greg,Jacina,,,,,,,C,6,0,203,R,5,22,1982,Guelph,ON,Canada,,,,,,
jackb001,Barret,Jackman,,,,,,,D,6,0,213,L,3,5,1981,Trail,BC,Canada,,,,,,
jackr001,Ric,Jackman,Richard,,Jackman,,,,D,6,2,214,R,6,28,1978,Toronto,ON,Canada,,,,,,
jackt001,Tim,Jackman,,,,,,,R,6,4,210,R,11,14,1981,Minot,ND,USA,,,,,,
jacka001,Art,Jackson,Arthur,Morris,Jackson,,,,C,5,8,165,L,12,15,1915,Toronto,ON,Canada,5,15,1971,St. Catharines,ON,Canada
jackb002,Busher,Jackson,Harvey,Ralph,Jackson,,,,L,5,11,195,L,1,19,1911,Toronto,ON,Canada,6,25,1966,,,
jackd001,Dane,Jackson,Dane,K.,Jackson,,,,R,6,1,200,R,5,17,1970,Castlegar,BC,Canada,,,,,,
jackd002,Doug,Jackson,Douglas,,Jackson,,,,G,5,10,150,L,12,12,1924,Winnipeg,MB,Canada,,,,,,
jackd003,Don,Jackson,Donald,Clinton,Jackson,,,,D,6,3,210,L,9,2,1956,Minneapolis,MN,USA,,,,,,
jackh001,Harold,Jackson,Harold,Russell,Jackson,,Hal,,D,6,0,195,R,8,1,1918,Cedar Springs,ON,Canada,1,30,1997,,,
jackj001,Jack,Jackson,John,Alexander,Jackson,,,,D,5,10,185,R,5,3,1925,Windsor,ON,Canada,,,,,,
jackj002,Jeff,Jackson,Jeffrey,,Jackson,,,,L,6,1,195,L,4,24,1965,Chatham,ON,Canada,,,,,,
jackj003,Jim,Jackson,James,Kenneth,Jackson,,,,L,5,9,190,R,2,1,1960,Oshawa,ON,Canada,,,,,,
jackl001,Lloyd,Jackson,Lloyd,Edgar,Jackson,,,,C,5,9,150,L,1,7,1912,Ottawa,ON,Canada,2,15,1999,,,
jackp001,Percy,Jackson,Percival,P.,Jackson,,,,G,5,9,165,L,9,21,1907,Canmore,AB,Canada,,,,,,
jacks001,Scott,Jackson,,,,,,,D,6,4,200,L,2,5,1987,Salmon Arm,BC,Canada,,,,,,
jacks002,Stan,Jackson,Stanton,James,Jackson,,,,L,6,0,180,L,8,27,1898,Parrsboro,NS,Canada,11,28,1955,,,
jackw001,Walter,Jackson,Walter,,Jackson,,Red,,L,5,8,164,L,6,3,1908,Instock,,England,,,,,,
jacop001,Paul,Jacobs,Paul,,Jacobs,,,,D,5,8,160,L,3,9,1894,Montreal,QC,Canada,,,Deceased,,,
jacot001,Tim,Jacobs,Timothy,James,Jacobs,,,,D,5,10,180,L,3,28,1952,Keswick,ON,Canada,,,,,,
jacqg001,Gary,Jacquith,Gary,Alan,Jacquith,,,,D,6,0,200,R,5,30,1948,Lynn,MA,USA,,,,,,
jacqj001,Jean-Francois,Jacques,,,,,,,L,6,4,217,L,4,29,1985,Montreal,QC,Canada,,,,,,
jacqj002,Jeff,Jacques,Jeffrey,,Jacques,,,,R,5,11,180,R,4,4,1953,Preston,ON,Canada,,,,,,
jaffj001,Jason,Jaffray,,,,,,,R,6,1,205,L,6,30,1981,Rimbey,AB,Canada,,,,,,
jagrj001,Jaromir,Jagr,Jaromir,,Jagr,,,,R,6,3,240,L,2,15,1972,Kladno,,Czech Republic,,,,,,
jakoj001,John,Jakopin,John,,Jakopin,,,,D,6,5,239,R,5,16,1975,Toronto,ON,Canada,,,,,,
jaksp001,Pauli,Jaks,Pauli,,Jaks,,,,G,6,0,194,L,1,25,1972,Schaffhausen,,Switzerland,,,,,,
jakum001,Mike,Jakubo,Michael,Paul,Jakubo,,,,C,6,0,190,L,7,7,1947,Sudbury,ON,Canada,,,,,,
jalok001,Kari,Jalonen,Kari,,Jalonen,,,,C,6,2,190,R,1,6,1960,Oulu,,Finland,,,,,,
jalor001,Risto,Jalo,Risto,,Jalo,,,,C,5,11,185,L,7,18,1962,Humppila,,Finland,,,,,,
jamec001,Connor,James,,,,,,,L,5,10,180,R,8,25,1982,Calgary,AB,Canada,,,,,,
jameg001,Gerry,James,Gerald,Edwin,James,,Kid Dynamite,,R,5,11,185,R,10,22,1934,Regina,SK,Canada,,,,,,
jamev001,Val,James,Valmore,Edwin,James,,Muhammad Ali,,L,6,2,205,L,2,14,1957,Ocala,FL,USA,,,,,,
jamij001,Jim,Jamieson,James,,Jamieson,,,,D,5,9,170,L,3,21,1922,Brantford,ON,Canada,,,,,,
janas001,Steve,Janaszak,Steven,James,Janaszak,,,,G,6,1,210,R,1,7,1957,St. Paul,MN,USA,,,,,,
jancd001,Dan,Jancevski,,,,,,,D,6,3,218,L,6,15,1981,Windsor,ON,Canada,,,,,,
janeb001,Bob,Janecyk,Robert,T.,Janecyk,,,,G,6,1,180,L,5,18,1957,Chicago,IL,USA,,,,,,
janid001,Doug,Janik,,,,,,,D,6,2,209,L,3,26,1980,Agawam,MA,USA,,,,,,
jankl001,Lou,Jankowski,Louis,Casimer,Jankowski,,,,R,6,0,180,R,6,27,1931,Regina,SK,Canada,3,21,2010,Clearwater,FL,USA
jannc001,Craig,Janney,Craig,Harlan,Janney,,,,C,6,1,190,L,9,26,1967,Hartford,CT,USA,,,,,,
jansc001,Cam,Janssen,,,,,,,R,6,0,210,R,4,15,1984,St. Louis,MO,USA,,,,,,
jansm001,Mark,Janssens,Mark,Francis,Janssens,,,,C,6,3,212,L,5,19,1968,Surrey,BC,Canada,,,,,,
jantm001,Marko,Jantunen,Marko,,Jantunen,,,,R,5,10,185,L,2,14,1971,Lahti,,Finland,,,,,,
jardr001,Ryan,Jardine,,,,,,,L,6,0,210,L,3,15,1980,Ottawa,ON,Canada,,,,,,
jarrc001,Cole,Jarrett,,,,,,,D,6,0,195,L,1,4,1983,Sault Ste. Marie,ON,Canada,,,,,,
jarrd001,Doug,Jarrett,Douglas,William,Jarrett,,,,D,6,3,205,L,4,22,1944,London,ON,Canada,,,,,,
jarrg001,Gary,Jarrett,Gary,Walter,Jarrett,,,,L,5,8,170,L,9,3,1942,Toronto,ON,Canada,,,,,,
jarrp001,Pierre,Jarry,Pierre,Joseph Reynald,Jarry,,,,L,5,11,190,L,3,30,1949,Montreal,QC,Canada,,,,,,
jarvh001,Hannu,Jarvenpaa,Jannu,,Jarvenpaa,,,,R,6,0,194,L,5,19,1963,Ilves,,Finland,,,,,,
jarvm001,Martti,Jarventie,,,,,,,D,5,11,196,L,4,4,1976,Tampere,,Finland,,,,,,
jarvd001,Doug,Jarvis,Douglas,M.,Jarvis,,,,C,5,9,170,L,3,24,1955,Brantford,ON,Canada,,,,,,
jarvi001,Iiro,Jarvi,Iiro,,Jarvi,,,,F,6,1,198,L,3,23,1965,Helsinki,,Finland,,,,,,
jarvj001,James,Jarvis,James,A.,Jarvis,,Jim/Bud,,L,5,6,165,L,12,7,1907,Fort Williams,ON,Canada,5,7,1983,Thunder Bay,ON,Canada
jarvw001,Wes,Jarvis,Wesley,Herbert,Jarvis,,,,C,5,11,185,L,5,30,1958,Toronto,ON,Canada,,,,,,
jaspj001,Jason,Jaspers,,,,,,,C,5,11,207,L,4,8,1981,Thunder Bay,ON,Canada,,,,,,
javaa001,Arto,Javanainen,Arto,,Javanainen,,,,L,6,0,185,R,4,8,1959,Pori,,Finland,,,,,,
jay-b001,Bob,Jay,Robert,,Jay,,,,D,5,11,190,R,11,18,1965,Burlington,MA,USA,,,,,,
jeffd001,Dustin,Jeffrey,,,,,,,C,6,1,205,L,2,27,1988,Sarnia,ON,Canada,,,,,,
jeffl001,Larry,Jeffrey,Lawrence,Joseph,Jeffrey,,,,L,5,11,189,L,10,12,1940,Goderich,ON,Canada,,,,,,
jelit001,Tomas,Jelinek,Tomas,,Jelinek,,,,R,5,9,189,L,4,29,1962,Prague,,Czech Republic,,,,,,
jenkd001,Dean,Jenkins,Dean,,Jenkins,,,,R,6,0,190,R,11,21,1959,Billerica,MA,USA,,,,,,
jenkr001,Roger,Jenkins,Joseph,Roger,Jenkins,,Broadway,,D,5,11,173,R,11,18,1911,Appleton,WI,USA,5,4,1994,,,
jennb001,Bill,Jennings,Joseph,William,Jennings,,,,R,5,10,165,R,6,28,1917,Toronto,ON,Canada,,,,,,
jenng001,Grant,Jennings,Grant,Curtis,Jennings,,,,D,6,3,210,L,5,5,1965,Hudson Bay,SK,Canada,,,,,,
jensa001,Al,Jensen,Allan,Raymond,Jensen,,,,G,5,10,180,L,11,27,1958,Hamilton,ON,Canada,,,,,,
jensc001,Chris,Jensen,Chris,B.,Jensen,,,,R,5,11,180,R,10,28,1963,Fort St. John,BC,Canada,,,,,,
jensd001,David,Jensen,David,Henry,Jensen,,,,D,6,1,185,L,5,3,1961,Minneapolis,MN,USA,,,,,,
jensd002,Darren,Jensen,Darren,Aksel,Jensen,,,,G,5,9,165,L,5,27,1960,Creston,BC,Canada,,,,,,
jensd003,David,Jensen,David,Allan,Jensen,,,,C,6,1,195,L,8,19,1965,Needham,MA,USA,,,,,,
jensj001,Joe,Jensen,,,,,,,C,5,11,180,L,2,6,1983,Maple Grove,MN,USA,,,,,,
jenss001,Steve,Jensen,Steven,Allan,Jensen,,,,L,6,2,190,L,4,14,1955,Minneapolis,MN,USA,,,,,,
jeree001,Ed,Jeremiah,Edward,John,Jeremiah,,,,R,5,9,160,R,11,4,1905,Worcester,MA,USA,8,15,1967,,,
jerrp001,Paul,Jerrard,Paul,C.,Jerrard,,,,D,5,10,185,R,4,20,1965,Winnipeg,MB,Canada,,,,,,
jerwf001,Frank,Jerwa,Frank,Ludwig,Jerwa,,,,C,6,1,179,L,3,15,1909,Bankhead,AB,Canada,8,6,1992,,,
jerwj001,Joe,Jerwa,Joseph,Charles,Jerwa,,,,D,6,2,185,L,1,20,1907,Bankhead,AB,Canada,4,11,1983,,,
jessh001,Hugh,Jessiman,,,,,,,R,6,6,221,,3,28,1984,New York,NY,USA,,,,,,
jillj001,Jeff,Jillson,,,,,,,D,6,3,215,R,7,24,1980,North Smithfield,RI,USA,,,,,,
jirij001,Jaroslav,Jirik,Jaroslav,,Jirik,,Brambor (Potato),,R,5,11,170,R,12,10,1939,Brunn,,Czech Republic,7,11,2011,Brno,,Czech Republic
joanr001,Rosario,Joanette,Rosario,,Joanette,,Kitoute,,C,5,8,165,R,7,27,1919,Valleyfield,QC,Canada,10,9,1998,,,
jodzr001,Rick,Jodzio,Richard,Joseph,Jodzio,,,,L,6,1,190,L,6,3,1954,Edmonton,AB,Canada,,,,,,
joenj001,Jesse,Joensuu,,,,,,,R,6,4,207,L,10,5,1987,Pori,,Finland,,,,,,
johaa001,Andreas,Johansson,Andreas,,Johansson,,,,C,6,0,202,L,5,19,1973,Falun,,Sweden,,,,,,
johab001,Bill,Johansen,William,Odd,Johansen,,Red,,C,6,0,163,R,7,27,1928,Port Arthur,ON,Canada,3,21,2001,,,
johab002,Bjorn,Johansson,Bjorn,,Johansson,,,,D,6,0,195,L,1,15,1956,Orebro,,Sweden,,,,,,
johac001,Calle,Johansson,Calle,,Johansson,,,,D,5,11,203,L,2,14,1967,Goteborg,,Sweden,,,,,,
johag001,Glenn,Johannesen,Glenn,,Johannesen,,,,L,6,2,220,R,2,15,1962,North Battleford,SK,Canada,,,,,,
johaj001,John,Johannson,John,,Johannson,,,,C,6,1,175,L,10,18,1961,Rochester,MN,USA,,,,,,
johaj002,Jonas,Johansson,,,,,,,R,6,3,215,R,3,18,1984,Jonkoping,,Sweden,,,,,,
joham001,Mathias,Johansson,,,,,,,C,6,2,185,L,2,22,1974,Oskarshamn,,Sweden,,,,,,
joham002,Magnus,Johansson,,,,,,,D,5,11,180,L,9,4,1973,Linkoping,,Sweden,,,,,,
joham003,Marcus,Johansson,,,,,,,C,6,0,197,,10,6,1990,Landskrona,,Sweden,,,,,,
johar001,Roger,Johansson,Roger,,Johansson,,,,D,6,1,190,L,4,17,1967,Ljungby,,Sweden,,,,,,
johar002,Ryan,Johansen,,,,,,,C,6,3,196,,7,31,1992,Vancouver,BC,Canada,,,,,,
johat001,Trevor,Johansen,Trevor,,Johansen,,,,D,5,9,200,R,3,30,1957,Thunder Bay,ON,Canada,,,,,,
johna001,Aaron,Johnson,,,,,,,D,6,2,211,L,4,30,1983,Port Hawkesbury,NS,Canada,,,,,,
johna002,Allan,Johnson,Allan,Edmund,Johnson,,,,R,5,11,180,R,3,30,1935,Winnipeg,MB,Canada,,,,,,
johnb001,Bernie,Johnston,Bernard,,Johnston,,,,C,5,11,185,L,9,15,1956,Toronto,ON,Canada,,,,,,
johnb002,Bob,Johnson,Robert,Martin,Johnson,,,,G,6,1,185,L,11,12,1948,Farminton,MI,USA,,,,,,
johnb004,Brian,Johnson,Brian,,Johnson,,,,R,6,1,198,R,4,1,1960,Montreal,QC,Canada,,,,,,
johnb005,Brent,Johnson,Brent,,Johnson,,,,G,6,3,199,L,3,12,1977,Farmington,MI,USA,,,,,,
johnc001,Ching,Johnson,Ivan,Wilfred,Johnson,,,,D,5,11,210,L,12,7,1898,Winnipeg,MB,Canada,6,17,1979,Silver Spring,MD,USA
johnc002,Chad,Johnson,,,,,,,G,6,3,200,L,6,10,1986,Calgary,AB,Canada,,,,,,
johnc003,Craig,Johnson,Craig,,Johnson,,,,L,6,2,200,L,3,18,1972,St. Paul,MN,USA,,,,,,
johnd001,Danny,Johnson,Daniel,Douglas,Johnson,,,,L,5,11,170,L,10,1,1944,Winnipegosis,MB,Canada,3,6,1993,,,
johnd002,Don,Johns,Donald,Ernest,Johns,,,,D,6,0,180,R,12,13,1937,St. George,ON,Canada,,,,,,
johne001,Earl,Johnson,Earl,Oswald,Johnson,,Ching,,C,6,0,185,L,6,28,1931,Fort Frances,ON,Canada,,,,,,
johne002,Eddie,Johnston,Edward,Joseph,Johnston,,,,G,6,0,190,L,11,24,1935,Montreal,QC,Canada,,,,,,
johne003,Eddie,Johnstone,Edward,LaVern,Johnstone,,Ciggy,,R,5,9,175,R,3,2,1954,Brandon,MB,Canada,,,,,,
johne004,Erik,Johnson,,,,,,,D,6,4,222,R,3,21,1988,Bloomington,MN,USA,,,,,,
johng001,George,Johnston,George,Joseph,Johnston,,Wingy,,R,5,8,160,R,7,30,1920,St. Charles,MB,Canada,4,20,2006,Spokane,WA,USA
johng002,Greg,Johnston,Gregory,Norman,Johnston,,Magic,,R,6,1,205,R,1,14,1965,Barrie,ON,Canada,,,,,,
johng003,Greg,Johnson,Gregory,C.,Johnson,,,,C,5,11,200,L,3,16,1971,Thunder Bay,ON,Canada,,,,,,
johnj001,Jay,Johnston,Jay,John Timothy,Johnston,,,,D,5,11,195,L,2,28,1958,Hamilton,ON,Canada,,,,,,
johnj002,Jack,Johnson,,,,,,,D,6,1,201,L,1,13,1987,Indianapolis,IN,USA,,,,,,
johnj003,Jim,Johnson,James,Norman,Johnson,,,,C,5,9,190,L,11,7,1942,Winnipeg,MB,Canada,,,,,,
johnj004,Jim,Johnson,James,Erik,Johnson,,,,D,6,1,190,L,8,9,1962,New Hope,MN,USA,,,,,,
johnj005,Joey,Johnston,Joseph,John,Johnston,,,,L,5,10,180,L,3,3,1949,Peterborough,ON,Canada,,,,,,
johnk001,Kim,Johnsson,Kim,,Johnsson,,,,D,6,1,200,L,3,16,1976,Malmo,,Sweden,,,,,,
johnl001,Larry,Johnston,Lawrence,Roy,Johnston,,,,D,5,11,195,R,7,20,1943,Kitchener,ON,Canada,,,,,,
johnm001,Marshall,Johnston,Marshall,Lawrence,Johnston,,,,D,5,11,175,R,6,6,1941,Birch Hills,SK,Canada,,,,,,
johnm002,Mark,Johnson,Mark,E.,Johnson,,Magic,,L,5,9,170,L,9,22,1957,Minneapolis,MN,USA,,,,,,
johnm003,Matt,Johnson,Matt,,Johnson,,,,L,6,5,235,L,11,23,1975,Welland,ON,Canada,,,,,,
johnm004,Mike,Johnson,Michael,Paul,Johnson,,,,R,6,2,202,R,10,3,1974,Scarborough,ON,Canada,,,,,,
johnn001,Nick,Johnson,,,,,,,R,6,1,183,L,12,24,1985,Calgary,AB,Canada,,,,,,
johnn002,Norm,Johnson,Norman,Bruce,Johnson,,,,C,5,10,170,L,11,27,1932,Moose Jaw,SK,Canada,,,,,,
johnr001,Randy,Johnston,Randy,John,Johnston,,,,D,6,0,190,L,6,2,1958,Brampton,ON,Canada,,,,,,
johnr002,Ross,Johnstone,Robert,Ross,Johnstone,,,,D,6,0,185,L,4,7,1926,Montreal,QC,Canada,,,,,,
johnr003,Ryan,Johnson,Ryan,M.,Johnson,,,,C,6,1,211,L,6,14,1976,Thunder Bay,ON,Canada,,,,,,
johnt001,Terry,Johnson,Terrance,,Johnson,,,,D,6,3,210,L,11,28,1958,Calgary,AB,Canada,,,,,,
johnt002,Tom,Johnson,Thomas,Christian,Johnson,,Tomcat,,D,6,0,180,L,2,18,1928,Baldur,MB,Canada,11,21,2007,Falmouth,MA,USA
johnv001,Virgil,Johnson,Virgil,,Johnson,,,,D,5,9,165,L,3,4,1912,Minneapolis,MN,USA,9,9,1993,Eden Prairie,MN,USA
jokem001,Mikko,Jokela,,,,,,,D,6,1,212,R,3,4,1980,Lappeenranta,,Finland,,,,,,
jokij001,Jussi,Jokinen,,,,,,,L,5,11,190,L,4,1,1983,Kalajoki,,Finland,,,,,,
jokio001,Olli,Jokinen,Olli,,Jokinen,,,,C,6,3,218,L,12,5,1978,Kuopio,,Finland,,,,,,
jolia001,Aurel,Joliat,Aurel,Emile,Joliat,,Mighty Atom/Little Giant,,L,5,7,136,L,8,29,1901,Ottawa,ON,Canada,6,2,1986,Ottawa,ON,Canada
jolir001,Rene,Joliat,Rene,Robert,Joliat,,Bobby,,R,5,5,140,L,4,25,1898,Ottawa,ON,Canada,8,10,1953,Ottawa,ON,Canada
jolyg001,Greg,Joly,Gregory,James,Joly,,,,D,6,1,190,L,5,30,1954,Rocky Mountain House,AB,Canada,,,,,,
jolyy001,Yvan,Joly,Yvan,Joseph Rene,Joly,,,,R,5,8,175,R,2,6,1960,Hawkesbury,ON,Canada,,,,,,
jompj001,Jean-Francois,Jomphe,Jean,Francois,Jomphe,,J.F.,,C,6,1,195,L,12,28,1972,Havre St. Pierre,QC,Canada,,,,,,
jonas001,Stan,Jonathan,Stanley,Carl,Jonathan,,Bulldog,,L,5,8,175,L,9,5,1955,Oshweken,ON,Canada,,,,,,
joneb001,Blair,Jones,,,,,,,C,6,3,210,R,9,27,1986,Central Butte,SK,Canada,,,,,,
joneb002,Bob,Jones,Robert,Charles,Jones,,,,L,6,1,185,L,11,27,1945,Espanola,ON,Canada,,,,,,
joneb003,Brad,Jones,Bradley,Scott,Jones,,,,L,6,0,195,L,6,26,1965,Sterling Heights,MI,USA,,,,,,
joneb004,Buck,Jones,Alvin,Bernard,Jones,,,,D,5,11,200,R,8,17,1918,Owen Sound,ON,Canada,8,23,2007,Tampa,FL,USA
joned001,David,Jones,,,,,,,R,6,2,220,R,8,10,1984,Guelph,ON,Canada,,,,,,
jonej001,Jim,Jones,James,William,Jones,,,,D,5,10,185,L,7,27,1949,Espanola,ON,Canada,,,,,,
jonej002,Jimmy,Jones,James,Harrison,Jones,,,,R,5,9,180,R,1,2,1953,Woodbridge,ON,Canada,,,,,,
jonek001,Keith,Jones,Keith,,Jones,,,,R,6,2,200,R,11,8,1968,Brantford,ON,Canada,,,,,,
jonem001,Matt,Jones,,,,,,,D,6,0,215,L,8,8,1983,Downers Grove,IL,USA,,,,,,
joner001,Randy,Jones,,,,,,,D,6,2,200,L,7,23,1981,Quispamsis,NB,Canada,,,,,,
joner002,Ron,Jones,Ronald,Perry,Jones,,,,D,6,1,195,L,4,11,1951,Vermillion,AB,Canada,,,,,,
joner003,Ryan,Jones,,,,,,,L,6,1,207,L,6,14,1984,Chatham,ON,Canada,,,,,,
jonet001,Ty,Jones,Ty,,Jones,,,,R,6,3,218,R,2,22,1979,Richland,WA,USA,,,,,,
jonsh001,Hans,Jonsson,Hans,,Jonsson,,,,D,6,1,205,L,8,2,1973,Jarved,,Sweden,,,,,,
jonsj001,Jorgen,Jonsson,Jorgen,,Jonsson,,,,L,6,0,185,L,9,29,1972,Angelholm,,Sweden,,,,,,
jonsk001,Kenny,Jonsson,Kenny,,Jonsson,,,,D,6,3,217,L,10,6,1974,Angelholm,,Sweden,,,,,,
jonsl001,Lars,Jonsson,,,,,,,D,6,1,205,L,1,2,1982,Borlange,,Sweden,,,,,,
jonst001,Tomas,Jonsson,Tomas,,Jonsson,,,,D,5,10,185,L,4,12,1960,Falun,,Sweden,,,,,,
jordr001,Ric,Jordan,Richard,John,Jordan,,,,D,6,3,200,L,3,31,1950,Toronto,ON,Canada,,,,,,
josej001,Jacob,Josefson,,,,,,,C,6,1,190,,3,2,1991,Stockholm,,Sweden,,,,,,
josec001,Chris,Joseph,Christopher,Robin,Joseph,,,,D,6,3,212,R,9,10,1969,Burnaby,BC,Canada,,,,,,
josec002,Curtis,Joseph,Curtis,Shayne,Joseph,,Cujo,,G,5,11,193,L,4,29,1967,Keswick,ON,Canada,,,,,,
joset001,Tony,Joseph,Anthony,,Joseph,,,,R,6,4,203,R,3,1,1969,Cornwall,ON,Canada,,,,,,
josir001,Roman,Josi,,,,,,,D,6,2,198,,6,1,1990,Bern,,Switzerland,,,,,,
josld001,Derek,Joslin,,,,,,,D,6,1,210,L,3,17,1987,Richmond Hill,ON,Canada,,,,,,
jouda001,Andrew,Joudrey,,,,,,,C,5,10,185,,7,15,1984,Bedford,NS,Canada,,,,,,
jovae001,Ed,Jovanovski,Ed,,Jovanovski,,,,D,6,2,210,L,6,26,1976,Windsor,ON,Canada,,,,,,
joyae001,Eddie,Joyal,Edward,Abel,Joyal,,The Jet,,C,6,0,178,L,5,8,1940,St. Albert,AB,Canada,,,,,,
joycb001,Bob,Joyce,Robert,Thomas,Joyce,,,,L,6,0,195,L,7,11,1966,Saint John,NB,Canada,,,,,,
joycd001,Duane,Joyce,Duane,A.,Joyce,,,,D,6,2,203,R,5,5,1965,Pembroke,MA,USA,,,,,,
juckb001,Bing,Juckes,Winston,Bryan,Juckes,,,,L,5,10,165,L,6,14,1926,Hamiota,MB,Canada,12,31,1990,Tupelo,MS,USA
juhlp001,Patrik,Juhlin,Patrik,,Juhlin,,,,R,6,0,194,L,4,24,1970,Huddinge,,Sweden,,,,,,
julic001,Claude,Julien,Claude,,Julien,,,,D,6,0,198,R,4,23,1960,Blind River,ON,Canada,,,,,,
junej001,Joe,Juneau,Joseph,,Juneau,,,,C,6,0,195,R,1,5,1968,Pont-Rouge,QC,Canada,,,,,,
junks001,Steve,Junker,Steven,,Junker,,,,R,6,0,184,L,6,26,1972,Castlegar,BC,Canada,,,,,,
junkj001,Joe,Junkin,Joseph,Brian,Junkin,,,,G,5,11,180,L,9,8,1946,Lindsay,ON,Canada,,,,,,
junlj001,Jonas,Junland,,,,,,,D,6,2,198,L,11,15,1987,Linkoping,,Sweden,,,,,,
jurcm001,Milan,Jurcina,,,,,,,D,6,4,233,R,6,7,1983,Liptovsky Mikulas,,Slovakia,,,,,,
justd001,Dan,Justin,Daniel,,Justin,,,,D,6,1,180,L,2,12,1955,New Brighton,MN,USA,,,,,,
jutit001,Timo,Jutila,Timo,,Jutila,,,,D,5,9,175,L,12,24,1963,Tampere,,Finland,,,,,,
juzdb001,Bill,Juzda,William,,Juzda,,The Beast/The Honest Brakeman,,D,5,9,190,R,10,29,1920,Winnipeg,MB,Canada,2,17,2008,Winnipeg,MB,Canada
jyrkj001,Juha,Jyrkkio,,,,,,,,,,,,,,,,,,,,,,,
kaarj001,Jari,Kaarela,Jari,Pekka,Kaarela,,,,G,5,10,165,L,8,8,1958,Tampere,,Finland,,,,,,
kaarm001,Matti,Kaario,,,,,,,,,,,,,,,,,,,,,,,
kabaa001,Alexander,Kabanov,,,,,,,,,,,,3,8,1957,,,,,,,,,
